"CID","SIB","Mean.Temp","Temp.Var","UniID","Date.hatch","Surv.4th","Date.4th","Time.4th","Mass.4th","Surv.5th","Date.5th","Time.5th","Mass.5th","Surv.pupa","Date.pupa","Time.pupa","Mass.pupa","PupateOk","Surv.eclose","Date.eclose","Time.eclose","EcloseOk","Sex","Mass.adult","Date.dead","Time.death","Stage.final","Notes"
312,"8",21,5,"312.8.21.5","5/13","Y","5/23",10,9.9,"Y","5/27",14,39.3,"Y","6/4",22,212.7,"N","N","",NA,"","",NA,"6/4",22,"pupa int",""
313,"M1",21,5,"313.M1.21.5","5/14","Y","5/23",9,8.1,"Y","5/27",13,38,"N","",NA,NA,"","N","",NA,"","",NA,"6/4",21,"5",""
314,"M1",21,5,"314.M1.21.5","5/15","Y","5/23",8,6.4,"Y","5/28",13,39.3,"N","",NA,NA,"","N","",NA,"","",NA,"6/4",20,"5",""
315,"8",21,5,"315.8.21.5","5/11","Y","5/23",12,13.2,"Y","5/27",16,58.2,"Y","6/4",24,262.9,"N","N","",NA,"","",NA,"6/4",24,"pupa int",""
316,"M1",21,5,"316.M1.21.5","5/14","Y","5/24",10,10.6,"Y","5/28",14,50.5,"Y","6/4",21,180.1,"N","N","",NA,"","",NA,"6/4",21,"pupa int",""
317,"M1",21,5,"317.M1.21.5","5/14","Y","5/24",10,9.9,"Y","5/27",13,30.4,"Y","6/2",19,146.2,"N","N","",NA,"","",NA,"6/3",20,"pupa int",""
318,"12",21,5,"318.12.21.5","5/14","Y","5/24",10,6.7,"Y","5/31",17,48,"N","",NA,NA,"","N","",NA,"","",NA,"6/21",38,"5","diseased"
319,"M1",21,5,"319.M1.21.5","5/14","Y","5/24",10,9.9,"Y","5/28",14,28.6,"Y","6/5",22,147.2,"N","N","",NA,"","",NA,"6/5",22,"pupa int",""
320,"M1",21,5,"320.M1.21.5","5/14","Y","5/24",10,8.4,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/25",11,"4",""
321,"M1",21,5,"321.M1.21.5","5/13","Y","5/24",11,6.9,"Y","5/29",16,45.4,"Y","6/6",24,234,"N","N","",NA,"","",NA,"6/6",24,"pupa int",""
322,"8",16,5,"322.8.16.5","5/12","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/24",12,"2",""
323,"M1",34,5,"323.M1.34.5","5/14","Y","5/24",10,7.3,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/27",13,"4",""
324,"M1",21,5,"324.M1.21.5","5/14","Y","5/25",11,8.2,"Y","5/30",16,48.7,"Y","6/6",23,164.4,"N","N","",NA,"","",NA,"6/6",23,"pupa int",""
325,"M1",21,5,"325.M1.21.5","5/14","Y","5/25",11,6.5,"Y","5/30",16,58.3,"Y","6/5",22,192.2,"N","N","",NA,"","",NA,"6/5",22,"pupa int",""
326,"M1",21,5,"326.M1.21.5","5/15","Y","5/25",10,10,"Y","5/30",15,36.8,"Y","6/7",23,212.1,"N","N","",NA,"","",NA,"6/7",23,"pupa int",""
327,"M1",21,5,"327.M1.21.5","5/15","Y","5/25",10,8.3,"Y","5/29",14,43,"Y","6/5",21,226,"N","N","",NA,"","",NA,"6/5",21,"pupa int",""
328,"M1",21,5,"328.M1.21.5","5/13","Y","5/25",12,10.8,"Y","5/29",16,38,"Y","6/5",23,201.6,"N","N","",NA,"","",NA,"6/5",23,"pupa int",""
329,"M1",21,5,"329.M1.21.5","5/14","Y","5/25",11,9.7,"Y","5/31",17,53.9,"N","",NA,NA,"","N","",NA,"","",NA,"6/18",35,"5",""
330,"M1",21,5,"330.M1.21.5","5/14","Y","5/25",11,13.4,"Y","5/29",15,46.4,"Y","6/7",24,276,"N","N","",NA,"","",NA,"6/7",24,"pupa int",""
331,"M1",21,5,"331.M1.21.5","5/14","Y","5/25",11,14.8,"Y","5/28",14,40.5,"Y","6/5",22,210.3,"N","N","",NA,"","",NA,"6/5",22,"pupa int",""
332,"15",16,5,"332.15.16.5","5/13","Y","5/25",12,6.4,"Y","6/2",20,41.7,"Y","6/15",33,216,"N","N","",NA,"","",NA,"6/15",33,"pupa int",""
333,"8",16,5,"333.8.16.5","5/11","Y","5/26",15,8.5,"Y","6/3",23,43.4,"N","",NA,NA,"","N","",NA,"","",NA,"6/21",41,"5",""
334,"3",16,5,"334.3.16.5","5/12","Y","5/26",14,10.1,"Y","6/1",20,35.7,"N","",NA,NA,"","N","",NA,"","",NA,"6/12",31,"5",""
335,"8",16,5,"335.8.16.5","5/12","Y","5/26",14,13.4,"Y","6/1",20,42,"Y","6/15",34,200.5,"N","N","",NA,"","",NA,"6/15",34,"pupa int",""
336,"3",21,5,"336.3.21.5","5/15","Y","5/26",11,13.3,"Y","5/30",15,44.2,"Y","6/6",22,212.7,"N","N","",NA,"","",NA,"6/6",22,"pupa int",""
337,"3",21,5,"337.3.21.5","5/15","Y","5/26",11,6.5,"Y","6/1",17,44.7,"Y","6/9",25,196.3,"N","N","",NA,"","",NA,"6/9",25,"pupa int",""
338,"3",21,5,"338.3.21.5","5/15","Y","5/26",11,10.6,"Y","5/30",15,44.9,"Y","6/5",21,210.7,"N","N","",NA,"","",NA,"6/5",21,"pupa int",""
339,"M1",21,5,"339.M1.21.5","5/15","Y","5/26",11,11.3,"Y","5/29",14,30.5,"Y","6/5",21,158.6,"N","N","",NA,"","",NA,"6/5",21,"pupa int",""
340,"M1",21,5,"340.M1.21.5","5/14","Y","5/26",12,12.4,"Y","5/30",16,43.3,"Y","6/8",25,238.4,"N","N","",NA,"","",NA,"6/8",25,"pupa int",""
341,"15",16,5,"341.15.16.5","5/12","Y","5/27",15,8.9,"Y","6/3",22,31.1,"Y","6/15",34,180.2,"N","N","",NA,"","",NA,"6/15",34,"pupa int",""
342,"M1",16,5,"342.M1.16.5","5/14","Y","5/27",13,10.1,"Y","6/3",20,38.4,"Y","6/18",35,132.1,"N","N","",NA,"","",NA,"6/18",35,"pupa int",""
343,"15",16,5,"343.15.16.5","5/12","Y","5/27",15,12.8,"Y","6/2",21,44.9,"Y","6/14",33,218.6,"N","N","",NA,"","",NA,"6/14",33,"pupa int",""
344,"8",16,5,"344.8.16.5","5/12","Y","5/27",15,10,"Y","6/3",22,40.8,"N","",NA,NA,"","N","",NA,"","",NA,"6/12",31,"5",""
345,"24",16,5,"345.24.16.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/27",13,"2",""
346,"M1",16,5,"346.M1.16.5","5/14","Y","5/27",13,8.1,"Y","6/3",20,26.7,"Y","6/15",32,152.2,"N","N","",NA,"","",NA,"6/15",32,"pupa int",""
347,"M1",16,5,"347.M1.16.5","5/14","Y","5/27",13,9.1,"Y","6/2",19,41.2,"Y","6/13",30,158.5,"N","N","",NA,"","",NA,"6/13",30,"pupa int",""
348,"3",21,5,"348.3.21.5","5/15","Y","5/27",12,7.1,"Y","6/1",17,39.5,"Y","6/10",26,183.1,"N","N","",NA,"","",NA,"6/10",26,"pupa int",""
349,"3",21,5,"349.3.21.5","5/15","Y","5/27",12,8.3,"Y","6/1",17,49,"Y","6/9",25,216.9,"N","N","",NA,"","",NA,"6/9",25,"pupa int",""
350,"M1",16,5,"350.M1.16.5","5/14","Y","5/28",14,6.3,"Y","6/5",22,33.2,"N","",NA,NA,"","N","",NA,"","",NA,"6/17",34,"5",""
351,"M1",16,5,"351.M1.16.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"5/28",14,"2",""
352,"M1",16,5,"352.M1.16.5","5/14","Y","5/28",14,9,"Y","6/5",22,41.5,"Y","6/17",34,195.9,"N","N","",NA,"","",NA,"6/17",34,"pupa int",""
353,"8",16,5,"353.8.16.5","5/12","Y","5/28",16,12.2,"Y","6/3",22,36.3,"Y","6/15",34,212.5,"N","N","",NA,"","",NA,"6/15",34,"pupa int",""
354,"8",16,5,"354.8.16.5","5/12","Y","5/28",16,12,"Y","6/3",22,51.5,"Y","6/13",32,256.3,"N","N","",NA,"","",NA,"6/13",32,"pupa int",""
355,"M1",16,5,"355.M1.16.5","5/13","Y","5/28",15,8.7,"Y","6/5",23,31.3,"Y","6/20",38,221.5,"N","N","",NA,"","",NA,"6/20",38,"pupa int",""
356,"M1",16,5,"356.M1.16.5","5/13","Y","5/28",15,9,"Y","6/4",22,38,"N","",NA,NA,"","N","",NA,"","",NA,"6/14",32,"5",""
357,"15",16,5,"357.15.16.5","5/12","Y","5/28",16,7.1,"Y","6/4",23,34.4,"Y","6/15",34,210.4,"N","N","",NA,"","",NA,"6/15",34,"pupa int",""
358,"M1",16,5,"358.M1.16.5","5/14","Y","5/28",14,8.9,"Y","6/5",22,36.3,"N","",NA,NA,"","N","",NA,"","",NA,"6/17",34,"5",""
359,"3",16,5,"359.3.16.5","5/12","Y","5/28",16,9.6,"Y","6/4",23,40.9,"Y","6/23",42,174,"N","N","",NA,"","",NA,"6/23",42,"pupa int",""
360,"3",16,5,"360.3.16.5","5/12","Y","5/28",16,7.9,"Y","6/5",24,41.2,"Y","6/19",38,225.3,"N","N","",NA,"","",NA,"6/19",38,"pupa int",""
361,"M1",16,5,"361.M1.16.5","5/14","Y","5/28",14,7.1,"Y","6/5",22,33.7,"Y","6/19",36,166.9,"N","N","",NA,"","",NA,"6/19",36,"pupa int",""
362,"12",21,5,"362.12.21.5","5/14","Y","5/28",14,6.4,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"6/21",38,"4","diseased"
363,"8",16,5,"363.8.16.5","5/11","Y","5/29",18,7.5,"Y","6/6",26,33,"Y","6/18",38,198.6,"N","N","",NA,"","",NA,"6/18",38,"pupa int",""
364,"M1",16,5,"364.M1.16.5","5/13","Y","5/29",16,10.1,"Y","6/5",23,41.2,"Y","6/18",36,224.5,"N","N","",NA,"","",NA,"6/18",36,"pupa int",""
365,"3",16,5,"365.3.16.5","5/14","Y","5/29",15,8.1,"Y","6/5",22,48.7,"N","",NA,NA,"","N","",NA,"","",NA,"6/14",31,"5",""
366,"15",16,5,"366.15.16.5","5/13","Y","5/29",16,7.9,"Y","6/6",24,40.8,"Y","6/19",37,215.8,"N","N","",NA,"","",NA,"6/19",37,"pupa int",""
367,"8",16,5,"367.8.16.5","5/12","Y","5/30",18,12.1,"Y","6/5",24,37.2,"Y","6/16",35,220.7,"N","N","",NA,"","",NA,"6/16",35,"pupa int",""
368,"8",16,5,"368.8.16.5","5/12","Y","5/30",18,9.6,"Y","6/7",26,37.7,"Y","6/19",38,237.6,"N","N","",NA,"","",NA,"6/19",38,"pupa int",""
369,"15",16,5,"369.15.16.5","5/12","Y","5/31",19,8.3,"Y","6/7",26,38.7,"Y","6/18",37,239.3,"N","N","",NA,"","",NA,"6/18",37,"pupa int",""
370,"12",16,5,"370.12.16.5","5/15","Y","5/31",16,9.7,"Y","6/10",26,50.4,"N","",NA,NA,"","N","",NA,"","",NA,"7/5",51,"5",""
371,"3",16,5,"371.3.16.5","5/14","Y","5/31",17,8.3,"Y","6/7",24,36.8,"Y","6/21",38,234.7,"N","N","",NA,"","",NA,"6/21",38,"pupa int",""
372,"3",16,5,"372.3.16.5","5/14","Y","5/31",17,11,"Y","6/6",23,45.1,"Y","6/19",36,275,"N","N","",NA,"","",NA,"6/19",36,"pupa int",""
373,"15",16,5,"373.15.16.5","5/12","Y","5/31",19,12.3,"Y","6/6",25,39.8,"Y","6/18",37,188.5,"N","N","",NA,"","",NA,"6/18",37,"pupa int",""
374,"12",16,5,"374.12.16.5","5/13","Y","5/31",18,11.1,"Y","6/12",30,35.7,"N","",NA,NA,"","N","",NA,"","",NA,"6/27",45,"5",""
375,"M1",16,5,"375.M1.16.5","5/14","Y","5/31",17,10.4,"Y","6/6",23,31.6,"Y","6/18",35,202.1,"N","N","",NA,"","",NA,"6/18",35,"pupa int",""
376,"3",16,5,"376.3.16.5","5/15","Y","5/31",16,9.5,"Y","6/7",23,44,"Y","6/19",35,261.2,"N","N","",NA,"","",NA,"6/19",35,"pupa int",""
377,"3",16,5,"377.3.16.5","5/15","Y","5/31",16,12.5,"Y","6/6",22,39.2,"N","",NA,NA,"","N","",NA,"","",NA,"6/17",33,"5",""
378,"M1",16,5,"378.M1.16.5","5/13","Y","6/1",19,5.3,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"6/7",25,"4",""
379,"3",16,5,"379.3.16.5","5/15","Y","6/1",17,6.9,"Y","6/9",25,53.8,"Y","6/22",38,211.6,"Y","N","",NA,"","",NA,"7/3",49,"pupa",""
380,"M1",16,5,"380.M1.16.5","5/14","Y","6/1",18,7.6,"Y","6/8",25,35.9,"N","",NA,NA,"","N","",NA,"","",NA,"6/23",40,"5",""
381,"M1",16,5,"381.M1.16.5","5/14","Y","6/1",18,9.7,"Y","6/8",25,50.4,"N","",NA,NA,"","N","",NA,"","",NA,"6/21",38,"5",""
382,"M1",16,5,"382.M1.16.5","5/14","Y","6/1",18,7,"Y","6/9",26,31.5,"Y","6/23",40,188.8,"N","N","",NA,"","",NA,"6/23",40,"pupa int",""
383,"M1",16,5,"383.M1.16.5","5/14","Y","6/2",19,9.2,"Y","6/8",25,43.5,"N","",NA,NA,"","N","",NA,"","",NA,"6/20",37,"5",""
384,"M1",16,5,"384.M1.16.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"6/3",20,"3",""
385,"3",16,5,"385.3.16.5","5/15","Y","6/4",20,8.7,"Y","6/12",28,34.5,"Y","6/25",41,205.2,"N","N","",NA,"","",NA,"6/25",41,"pupa int",""
386,"M1",16,5,"386.M1.16.5","5/14","Y","6/5",22,7.7,"Y","6/14",31,32.6,"N","",NA,NA,"","N","",NA,"","",NA,"7/4",51,"5",""
387,"12",16,5,"387.12.16.5","5/15","Y","6/6",22,9.5,"Y","6/16",32,44.7,"N","",NA,NA,"","N","",NA,"","",NA,"7/3",49,"5",""
388,"M1",16,5,"388.M1.16.5","5/14","N","",NA,NA,"N","",NA,NA,"N","",NA,NA,"","N","",NA,"","",NA,"6/13",30,"3",""
