"","CID","Treatment","Surv.4th","Time.4th","Mass.4th","Surv.5th","Time.5th","Mass.5th","Age.death","Surv.pupa","PupateOK","Age.pupa","Mass.pupa","Surv.adult","Time.eclose","Mass.adult","Sex","Eclose.ok","Expt","Population"
"235","370","16","Y","16","9.7","Y","26","50.4","51","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"236","374","16","Y","18","11.1","Y","30","35.7","45","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"237","377","16","Y","16","12.5","Y","22","39.2","33","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"238","380","16","Y","18","7.6","Y","25","35.9","40","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"239","381","16","Y","18","9.7","Y","25","50.4","38","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"240","383","16","Y","19","9.2","Y","25","43.5","37","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"241","386","16","Y","22","7.7","Y","31","32.6","51","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"242","387","16","Y","22","9.5","Y","32","44.7","49","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"243","178","30","Y","6","9.5","N",NA,NA,"11","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"244","207","34","Y","7","14.7","N",NA,NA,"14","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"245","245","34","Y","6","6.8","N",NA,NA,"15","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"246","246","34","Y","6","31.1","N",NA,NA,"10","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"247","254","34","Y","7","12.4","N",NA,NA,"11","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"248","261","34","Y","7","13.8","N",NA,NA,"21","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"249","296","34","Y","8","8.09","N",NA,NA,"10","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"250","297","34","Y","8","6.6","N",NA,NA,"11","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"251","298","34","Y","8","7.4","N",NA,NA,"17","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"252","299","34","Y","8","7.5","N",NA,NA,"17","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"253","305","34","Y","9","8.8","N",NA,NA,"17","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"254","320","21","Y","10","8.4","N",NA,NA,"11","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"255","323","34","Y","10","7.3","N",NA,NA,"13","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"256","362","21","Y","14","6.4","N",NA,NA,"38","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"257","378","16","Y","19","5.3","N",NA,NA,"25","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"258","189","26","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"259","208","34","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"260","294","34","N",NA,NA,"N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"261","384","16","N",NA,NA,"N",NA,NA,"20","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"262","388","16","N",NA,NA,"N",NA,NA,"30","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"263","77","30","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"264","172","34","N",NA,NA,"N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"265","173","34","N",NA,NA,"N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"266","181","30","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"267","191","26","N",NA,NA,"N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"268","202","34","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"269","206","34","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"270","295","34","N",NA,NA,"N",NA,NA,"8","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"271","322","16","N",NA,NA,"N",NA,NA,"12","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"272","345","16","N",NA,NA,"N",NA,NA,"13","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"273","351","16","N",NA,NA,"N",NA,NA,"14","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"274","1","26","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"275","2","26","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"276","3","26","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"277","4","26","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"278","5","26","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"279","6","26","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"280","7","26","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"281","10","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"282","11","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"283","12","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"284","13","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"285","14","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"286","15","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"287","16","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"288","17","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"289","18","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"290","19","21","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"291","20","21","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"292","21","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"293","22","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"294","23","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"295","24","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"296","25","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"297","26","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"298","27","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"299","28","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"300","29","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"301","30","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"302","31","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"303","32","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"304","33","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"305","34","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"306","35","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"307","36","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"308","37","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"309","38","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"310","39","34","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"311","40","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"312","41","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"313","42","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"314","43","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"315","44","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"316","45","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"317","46","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"318","47","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"319","48","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"320","49","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"321","50","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"322","51","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"323","52","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"324","53","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"325","54","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"326","55","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"327","56","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"328","57","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"329","58","26","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"330","59","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"331","60","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"332","62","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"333","63","26","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"334","64","30","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"335","65","34","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"336","66","34","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"337","67","34","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"338","68","21","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"339","69","21","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"340","80","16","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"341","81","21","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"342","82","21","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"343","83","21","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"344","84","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"345","85","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"346","86","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"347","87","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"348","91","26","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"349","99","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"350","106","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"351","107","30","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"352","117","34","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"353","118","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"354","119","16","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"355","120","16","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"356","121","16","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"357","122","16","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"358","123","16","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"359","148","16","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"360","149","16","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"361","150","16","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"362","151","16","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"363","158","26","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"364","162","16","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"365","163","16","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"366","168","34","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"367","169","34","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"368","170","34","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"369","175","21","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"370","177","30","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"371","192","21","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"372","197","21","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"373","203","34","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"374","209","16","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"375","215","34","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"376","233","16","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"377","279","16","N",NA,NA,"N",NA,NA,"9","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"378","291","26","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"379","292","26","N",NA,NA,"N",NA,NA,"13","N","",NA,NA,"N",NA,NA,"","","NC1","NC"
"380","143","30","Y","6","10.1","Y","8","60.1",NA,"Y","Y","11","184.1","Y","7","85.7","F","Y","NC1","NC"
"381","147","30","Y","6","21.3","Y","7","36.8",NA,"Y","Y","11","203.6","Y","7","90.4","F","Y","NC1","NC"
"382","179","30","Y","6","26.4","Y","7","27.9",NA,"Y","Y","11","168.6","Y","6","79.2","M","Y","NC1","NC"
"383","1","21","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"384","2","21","Y","9","14.36","Y","14","45.11",NA,"Y","Y","22","173.72","Y","13",NA,"","N","NC2","NC"
"385","3","21","Y","9","15.01","Y","12",NA,"21","Y","N","21","217.11","N",NA,NA,"","","NC2","NC"
"386","4","21","Y","8","19.73","Y","11","46.7",NA,"Y","Y","19","236.28","Y","11","125.13","male","Y","NC2","NC"
"387","5","21","Y","9","14.27","Y","12","42.83","12","Y","N","21","221.23","N",NA,NA,"","","NC2","NC"
"388","6","21","N",NA,NA,"Y","13","55.02",NA,"Y","Y","20","212.78","N",NA,NA,"","","NC2","NC"
"389","7","21","Y","9","11.02","Y","13","44.33","21","Y","N","21","198.63","N",NA,NA,"","","NC2","NC"
"390","8","21","Y","9","18.02","Y","12","45.54","20","Y","N","20","228.51","N",NA,NA,"","","NC2","NC"
"391","9","21","Y","10","17.48","Y","14","53.26","22","Y","N","22","237.11","N",NA,NA,"","","NC2","NC"
"392","10","21","Y","9","14.74","Y","13","67.85","20","Y","N","20","197.78","N",NA,NA,"","","NC2","NC"
"393","11","21","Y","9","9.93","Y","13","33.76","22","Y","N","22","140.91","N",NA,NA,"","","NC2","NC"
"394","12","21","Y","9","15.52","Y","12","40.29","20","Y","N","20","247.24","N",NA,NA,"","","NC2","NC"
"395","13","21","Y","10","20.98","Y","13","45.26","21","Y","N","21","227.82","N",NA,NA,"","","NC2","NC"
"396","14","21","Y","12","27.29","Y","17","52.36",NA,"Y","Y","24","190.4","N",NA,NA,"","","NC2","NC"
"397","15","21","Y","9","10.33","Y","13","37.64","21","Y","N","21","204.63","N",NA,NA,"","","NC2","NC"
"398","16","21","Y","10","13.63","N",NA,NA,"11","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"399","17","21","Y","10","12.46","N",NA,NA,"16","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"400","18","21","Y","11","8.86","Y","17","41.4","25","Y","N","24","152.51","N",NA,NA,"","","NC2","NC"
"401","19","21","Y","12","9.82","Y","17","36.05",NA,"Y","Y","25","109.36","N",NA,NA,"","","NC2","NC"
"402","20","21","Y","11","12.4","Y","16","73.74","23","Y","N","23","256.43","N",NA,NA,"","","NC2","NC"
"403","21","21","Y","11","10.02","Y","16","49.68",NA,"Y","Y","23","233.92","Y","12","214.13","female","Y","NC2","NC"
"404","22","21","Y","10","7.59","Y","17","35.58",NA,"Y","Y","25","152.24","Y","11","68.46","male","Y","NC2","NC"
"405","23","21","Y","10","9.7","Y","15","43.24",NA,"Y","Y","23","206.1","Y","10","134.88","female","N","NC2","NC"
"406","24","16","Y","17","8.85","Y","24","60.31",NA,"Y","Y","34","226.19","Y","16","129.09","male","N","NC2","NC"
"407","25","16","Y","14","11.29","Y","21","40.58","34","Y","N","34","178.57","N",NA,NA,"","","NC2","NC"
"408","26","16","Y","14","8.62","Y","23","33.63","40","Y","N","40","145.07","N",NA,NA,"","","NC2","NC"
"409","27","16","Y","14","11.85","Y","21","43.93",NA,"Y","Y","36","156.6","Y","17","81.27","male","Y","NC2","NC"
"410","28","16","Y","15","12.74","Y","22","45.02","33","Y","N","33","214.21","N",NA,NA,"","","NC2","NC"
"411","29","21","Y","11","17.35","Y","15","33.15","22","Y","N","22","200.54","N",NA,NA,"","","NC2","NC"
"412","30","21","Y","11","7.99","Y","16","33.52",NA,"Y","Y","25","201.87","Y","10","126.03","male","Y","NC2","NC"
"413","31","21","Y","11","11.83","Y","16","59.94",NA,"Y","Y","23","244.52","Y","10","186.06","male","Y","NC2","NC"
"414","32","21","Y","11","11.84","N",NA,NA,"13","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"415","33","21","Y","11","11.95","Y","16","35.81",NA,"Y","Y","24","205.99","Y","10","90.83","female","Y","NC2","NC"
"416","34","21","Y","12","9.93","Y","23","32.21",NA,"Y","Y","34","150.62","Y","12","64.68","male","Y","NC2","NC"
"417","35","21","Y","11","11.02","Y","18","78.12",NA,"Y","Y","25","238.74","Y","10","154.54","male","Y","NC2","NC"
"418","36","21","Y","10","10.71","Y","15","61.06",NA,"Y","Y","22","209.77","Y","11","98.25","female","Y","NC2","NC"
"419","37","16","Y","15","14.65","Y","23","39.19","37","Y","N","37","209.93","N",NA,NA,"","","NC2","NC"
"420","38","16","Y","16","12.01","Y","24","49.68",NA,"Y","Y","35","187.97","N",NA,NA,"","","NC2","NC"
"421","39","16","Y","15","8.34","Y","24","46.05","35","Y","N","35","205.06","N",NA,NA,"","","NC2","NC"
"422","40","16","Y","17","11.13","Y","25","56.77",NA,"Y","Y","37","220.13","N",NA,NA,"","","NC2","NC"
"423","41","16","Y","16","7.78","Y","26","37.25","41","Y","N","41","151.69","N",NA,NA,"","","NC2","NC"
"424","42","21","Y","12","14.89","Y","17","41.96",NA,"Y","Y","24","165.02","Y","11","144.12","female","Y","NC2","NC"
"425","43","21","Y","13","12.12","Y","18","56.49","29","Y","N","29","203.68","N",NA,NA,"","","NC2","NC"
"426","44","21","Y","15","14.27","Y","21","45.22",NA,"Y","Y","29","172.89","Y","11","82.21","male","Y","NC2","NC"
"427","45","21","Y","13","11.18","Y","18","54.62","25","Y","N","25","276.22","N",NA,NA,"","","NC2","NC"
"428","46","34","Y","8","123.05","Y","11","39.29",NA,"Y","Y","15","124.03","N",NA,NA,"","","NC2","NC"
"429","47","34","Y","10","8.22","N",NA,NA,"12","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"430","48","34","N",NA,NA,"N",NA,NA,"19","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"431","49","34","Y","6","8.12","Y","10","31.68",NA,"Y","Y","17","93.69","N",NA,NA,"","","NC2","NC"
"432","50","16","Y","16","12.22","Y","23","50.92","37","Y","N","37","228.17","N",NA,NA,"","","NC2","NC"
"433","51","16","Y","20","6.06","Y","29","42.45","41","Y","N","41","161.78","N",NA,NA,"","","NC2","NC"
"434","52","16","Y","16","6.16","Y","24","40.07","35","Y","N","35","219.12","N",NA,NA,"","","NC2","NC"
"435","53","16","Y","15","10.28","Y","22","41.43",NA,"Y","Y","32","165.79","N",NA,NA,"","","NC2","NC"
"436","54","16","Y","19","9.4","Y","30","30.12",NA,"Y","Y","44","139.73","Y","20","70.12","Female","Y","NC2","NC"
"437","55","16","Y","18","10.57","Y","25","41.37","35","Y","N","35","207.85","N",NA,NA,"","","NC2","NC"
"438","56","16","Y","16","11.39","Y","24","34.45","36","Y","N","36","184.26","N",NA,NA,"","","NC2","NC"
"439","57","16","Y","17","8.63","Y","25","39.84","39","Y","N","39","219.03","N",NA,NA,"","","NC2","NC"
"440","58","16","Y","16","9.14","Y","24","49.71",NA,"Y","Y","36","266.16","Y","18","207.33","male","Y","NC2","NC"
"441","59","16","Y","18","13.95","Y","26","41.79",NA,"Y","Y","46","167.41","Y","17","78.2","male","Y","NC2","NC"
"442","60","16","Y","12","9.74","Y","19","51.18","30","Y","N","30","165.54","N",NA,NA,"","","NC2","NC"
"443","61","16","Y","12","9.36","Y","20","58.03","30","Y","N","30","233.58","N",NA,NA,"","","NC2","NC"
"444","62","16","Y","13","6.89","Y","22","36.48","38","Y","N","38","137.55","N",NA,NA,"","","NC2","NC"
"445","63","16","Y","18","9.83","Y","25","33.66",NA,"Y","Y","36",NA,"Y","16","72.45","female","Y","NC2","NC"
"446","64","16","Y","17","11.67","Y","25","39.41","37","Y","N","37","202.75","N",NA,NA,"","","NC2","NC"
"447","65","34","Y","9","13.03","Y","12","40.36","19","Y","N","18","142.08","N",NA,NA,"","","NC2","NC"
"448","66","34","Y","9","26.88","Y","11","52.05","16","Y","N","16","166.08","N",NA,NA,"","","NC2","NC"
"449","67","34","Y","7","10.57","Y","11","88.45",NA,"Y","Y","14","128.03","N",NA,NA,"","","NC2","NC"
"450","68","34","Y","8","17.14","Y","11","47.85",NA,"Y","Y","16","95.51","Y","8",NA,"","N","NC2","NC"
"451","69","34","Y","6","10.67","N",NA,NA,"17","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"452","70","34","Y","5","8.5","Y","10","51.28","16","Y","N","15","100.22","N",NA,NA,"","","NC2","NC"
"453","71","34","Y","5","11.93","Y","7","36.26",NA,"Y","Y","12","114.02","Y","8","80.92","male","N","NC2","NC"
"454","72","21","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"455","73","21","Y","11","8.24","Y","17","29.99","28","Y","N","28","84.35","N",NA,NA,"","","NC2","NC"
"456","74","16","Y","19","12.72","Y","26","45.56",NA,"Y","Y","39","185.83","N",NA,NA,"","","NC2","NC"
"457","75","16","Y","18","14.17","Y","25","48.91","36","Y","N","36","268.56","N",NA,NA,"","","NC2","NC"
"458","76","16","Y","14","9.38","Y","22","32.58","35","Y","N","35","165.64","N",NA,NA,"","","NC2","NC"
"459","77","16","Y","14","8.52","Y","21","48.49","35","Y","N","35","214.8","N",NA,NA,"","","NC2","NC"
"460","78","16","Y","18","9.77","Y","25","43.64","38","Y","N","38","236.21","N",NA,NA,"","","NC2","NC"
"461","79","16","Y","12","11.68","Y","18","43.55","28","Y","N","28","242.57","N",NA,NA,"","","NC2","NC"
"462","80","16","Y","12","13.05","Y","18","43.02",NA,"Y","Y","29","213.11","Y","17","85.11","male","Y","NC2","NC"
"463","81","34","Y","7","11.76","Y","10","40.36","14","Y","N","14","95.26","N",NA,NA,"","","NC2","NC"
"464","82","34","Y","9","14.84","Y","14","83.42","21","Y","N","21","114.73","N",NA,NA,"","","NC2","NC"
"465","83","34","Y","8","10.43","N",NA,NA,"18","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"466","84","34","N",NA,NA,"N",NA,NA,"15","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"467","85","34","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"468","86","34","Y","9","12.22","N",NA,NA,"23","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"469","87","34","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"N",NA,NA,"","","NC2","NC"
"470","88","34","Y","9","12.68","Y","15","47.03","21","Y","N","21","91.64","N",NA,NA,"","","NC2","NC"
"471","89","34","Y","9","11.96","Y","13","57.53","20","Y","N","20","88.94","N",NA,NA,"","","NC2","NC"
"472","90","34","Y","6","7.45","Y","12","49.47",NA,"Y","Y","16","138.4","N",NA,NA,"","","NC2","NC"
"473","91","34","Y","8","13.55","Y","12","64.49",NA,"Y","Y","16","136.23","N",NA,NA,"","","NC2","NC"
"474","92","21","Y","11","14.17","Y","15","37.81",NA,"Y","Y","25","165.04","N",NA,NA,"","","NC2","NC"
"475","93","21","Y","13","10.72","Y","19","54.17",NA,"Y","Y","28","214.54","Y","11","113.57","male","N","NC2","NC"
"476","94","21","Y","11",NA,"Y","16","38.84","24","Y","N","24","176.88","N",NA,NA,"","","NC2","NC"
