"","CID","Treatment","Surv.4th","Time.4th","Mass.4th","Surv.5th","Time.5th","Mass.5th","Age.death","Surv.pupa","PupateOK","Age.pupa","Mass.pupa","Surv.adult","Time.eclose","Mass.adult","Sex","Eclose.ok","Expt","Population"
"2112","21","16","Y","33","84.48","Y","36","169.44","46","Y","N","46","181.65","N",NA,NA,"","","WA1","WA"
"2212","22","21","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"2312","23","26","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"2412","24","30","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"2512","25","34","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"2612","26","16","Y","26","85.65","Y","28","159.96","34","Y","N","34","173.24","N",NA,NA,"","","WA1","WA"
"2712","27","21","Y","12","42.38","Y","15","159.2","21","Y","N","21","130.1","N",NA,NA,"","","WA1","WA"
"2812","28","26","Y","9","32.73","Y","12","180.15",NA,"Y","Y","13","162.3","Y","8","56.42","M","Y","WA1","WA"
"2912","29","30","Y","6","35.36","Y","8","119.33",NA,"Y","Y","10","155.12","Y","5","66.96","F","Y","WA1","WA"
"3012","30","34","Y","11","81.47","Y","12","115.63","15","Y","N","15","105.59","N",NA,NA,"","","WA1","WA"
"3112","31","16","Y","28","158.09","Y","30","222.34","35","Y","N","35","201.87","N",NA,NA,"","","WA1","WA"
"3212","32","21","Y","17","151","Y","19","243.89","22","Y","N","22","210.11","N",NA,NA,"","","WA1","WA"
"3312","33","26","Y","10","67.57","Y","12","176.14",NA,"Y","Y","13","166.93","Y","8","65.4","F","Y","WA1","WA"
"3412","34","30","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"3512","35","34","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"3612","36","16","Y","28","145.67","Y","30","207.17","46","Y","Y","34","183.8","N",NA,NA,"","","WA1","WA"
"3712","37","21","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"3812","38","26","Y","10","36.26","Y","13","200.23",NA,"Y","Y","14","187.25","Y","12","57.36","M","N","WA1","WA"
"3911","39","30","Y","9","36.41","N",NA,NA,"11","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"4011","40","34","N",NA,NA,"N",NA,NA,NA,"N","",NA,NA,"",NA,NA,"","","WA1","WA"
"4111","41","16","Y","28","59.99","Y","30","107.65","38","Y","N","38","166.22","N",NA,NA,"","","WA1","WA"
"4211","42","21","Y","17","90.38","Y","19","186.73",NA,"Y","Y","23","165.4","Y","10","118.01","F","Y","WA1","WA"
"4311","43","26","Y","12","126.93","Y","14","208.03","15","Y","N","15","197.56","N",NA,NA,"","","WA1","WA"
"4411","44","30","Y","8","49.04","Y","10","193.25","23","Y","Y","11","185.6","N",NA,NA,"","","WA1","WA"
"4511","45","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"4611","46","16","Y","24","56.76","Y","28","207.85","34","Y","N","34","228.86","N",NA,NA,"","","WA1","WA"
"4711","47","21","Y","15","168.62","Y","17","167.03",NA,"Y","Y","19","158.14","Y","11","53.36","M","Y","WA1","WA"
"4811","48","26","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"4911","49","30","Y","8","29.87","Y","10","140.05",NA,"Y","Y","12","162.13","Y","7","73.66","F","N","WA1","WA"
"5011","50","34","Y","8","40.56","Y","10","123.67","21","Y","Y","12","121.81","Y","9","31.16","M","N","WA1","WA"
"5111","51","16","Y","26","77.08","Y","28","165.23",NA,"Y","N","34","159.78","N",NA,NA,"","","WA1","WA"
"5211","52","21","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"5310","53","26","Y","17","164.75","Y","18","180.3",NA,"Y","Y","19","168.92","Y","7","104.55","M","","WA1","WA"
"542","54","30","Y","6","17.01","Y","9","169.68",NA,"Y","Y","11","186.81","Y","7","78.59","M","","WA1","WA"
"552","55","34","Y","12","120.68","Y","13","172.34",NA,"Y","Y","14","115.8","Y","8","25.09","","N","WA1","WA"
"562","56","16","N",NA,NA,"N",NA,NA,"8","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"572","57","21","Y","17","95.13","Y","19","169.23","22","Y","N","22","138.93","N",NA,NA,"","","WA1","WA"
"582","58","26","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"592","59","30","N",NA,NA,"N",NA,NA,"10","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"602","60","34","Y","14","72.67","Y","17","162.51","21","Y","N","21","62.12","N",NA,NA,"","","WA1","WA"
"613","61","16","Y","35","39.92","Y","38","125.68","46","Y","N","46","197.15","N",NA,NA,"","","WA1","WA"
"622","62","21","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"632","63","26","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"642","64","30","Y","9","40.63","Y","10","156.21",NA,"Y","Y","12","149.22","Y","7","69.65","M","Y","WA1","WA"
"652","65","34","N",NA,NA,"N",NA,NA,"17","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"662","66","16","N",NA,NA,"N",NA,NA,"8","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"672","67","21","Y","12","40.44","Y","15","191.14",NA,"Y","Y","19","177.33","Y","9","73.43","M","Y","WA1","WA"
"682","68","26","Y","12","120.03","Y","14","194.9",NA,"Y","Y","15","184.97","Y","7",NA,"M","Y","WA1","WA"
"692","69","30","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"702","70","34","Y","11","46.17","N",NA,NA,"14","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"713","71","16","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"722","72","21","N",NA,NA,"N",NA,NA,"20","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"732","73","26","Y","13","123.34","Y","14","142.38",NA,"Y","Y","15","131.64","Y","10","41.77","F","N","WA1","WA"
"742","74","30","Y","9","88.48","Y","11","180.54",NA,"Y","Y","12","167.22","Y","6","84.87","M","Y","WA1","WA"
"752","75","34","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"762","76","16","Y","30","97.03","Y","32","174.56","39","Y","N","39","187.43","N",NA,NA,"","","WA1","WA"
"772","77","21","Y","20","105.67","Y","21","176.77",NA,"Y","Y","24","187.33","Y","10","107.75","M","Y","WA1","WA"
"782","78","26","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"792","79","30","Y","8","55.45","Y","10","228.61",NA,"Y","Y","12","192.85","Y","6","110.64","F","Y","WA1","WA"
"802","80","34","Y","11","87.6","Y","12","120.22",NA,"Y","Y","14","122.12","Y","8","48.3","M","Y","WA1","WA"
"813","81","16","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"822","82","21","Y","16","153.68","Y","18","153.47","29","Y","Y","18","121.3","N",NA,NA,"","","WA1","WA"
"832","83","26","Y","12","185.95","Y","13","181.63",NA,"Y","Y","14","167.98","Y","7","73.19","M","Y","WA1","WA"
"842","84","30","Y","12","116.23","Y","13","130.23",NA,"Y","Y","14","113.04","Y","7","39.68","M","N","WA1","WA"
"852","85","34","Y","10","70.42","Y","11","83.07","16","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"862","86","16","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"872","87","21","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"882","88","26","Y","12","173.68","Y","13","170.63",NA,"Y","Y","14","161.66","Y","7","76.97","F","Y","WA1","WA"
"892","89","30","N",NA,NA,"N",NA,NA,"20","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"902","90","34","Y","10","88.34","Y","12","145.36",NA,"Y","Y","13","116.97","Y","8","133.07","F","N","WA1","WA"
"913","91","16","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"922","92","26","Y","9","56.02","Y","11","192.97","22","Y","Y","13","181.45","N",NA,NA,"","","WA1","WA"
"932","93","21","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"942","94","30","Y","9","128.56","Y","11","209.09",NA,"Y","Y","12","187.76","Y","8","78.74","F","Y","WA1","WA"
"952","95","34","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"962","96","16","Y","25","152.22","Y","27","234.45",NA,"Y","N","32","226.33","N",NA,NA,"","","WA1","WA"
"972","97","21","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"982","98","26","Y","10","93.82","Y","12","199.9",NA,"Y","Y","13","180.53","Y","7","72.88","F","Y","WA1","WA"
"992","99","30","Y","8","53.26","Y","9","172.34",NA,"Y","Y","11","174.22","Y","6","85.18","F","Y","WA1","WA"
"1002","100","34","N",NA,NA,"N",NA,NA,"1","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1013","101","16","Y","25","53.44","Y","29","218.36","62","Y","Y","35","208.6","N",NA,NA,"","","WA1","WA"
"1022","102","21","Y","14","174.21","Y","16","203.22",NA,"Y","Y","18","197.13","Y","9","83.39","M","Y","WA1","WA"
"1032","103","26","Y","12","182.51","Y","13","174.11",NA,"Y","Y","14","163.09","Y","11","57.1","F","N","WA1","WA"
"1042","104","30","N",NA,NA,"N",NA,NA,"10","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1052","105","34","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1062","106","16","Y","27","81.89","Y","29","150.08","35","Y","N","35","170.89","N",NA,NA,"","","WA1","WA"
"1072","107","21","Y","10","37.6","Y","13","163.81","19","Y","N","19","149.88","N",NA,NA,"","","WA1","WA"
"1082","108","26","Y","8","71.51","Y","10","197.28",NA,"Y","Y","11","181.51","Y","8","64.16","M","Y","WA1","WA"
"1092","109","30","N",NA,NA,"N",NA,NA,"9","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1103","110","34","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA1","WA"
"1113","1001","16","Y","26","85.44","Y","30","152.98","42","Y","Y","33","151.18","N",NA,NA,"","","WA2","WA"
"1122","1002","21","Y","17","76.27","Y","19","171.52",NA,"Y","Y","21","160.11","Y","9","71.3","F","Y","WA2","WA"
"1132","1003","26","Y","12","176.23","Y","13","199.27",NA,"Y","Y","14","178.26","Y","7","80.66","M","Y","WA2","WA"
"1142","1004","30","Y","8","105.22","Y","10","132.6",NA,"Y","Y","11","118.37","Y","7","57.54","M","Y","WA2","WA"
"1152","1005","34","Y","10","42.68","Y","13","132.31","26","Y","Y","14","121.77","N",NA,NA,"","","WA2","WA"
"1162","1006","16","Y","25","113.6","Y","27","228.07","61","Y","Y","33","200.46","N",NA,NA,"","","WA2","WA"
"1172","1007","21","Y","19","55.1","Y","22","229.83",NA,"Y","Y","24","211.7","Y","9","105.38","M","Y","WA2","WA"
"1182","1008","26","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1192","1009","30","Y","15","97.58","Y","17","183.93",NA,"Y","Y","18","160.17","Y","6","80.77","F","Y","WA2","WA"
"1202","1010","34","Y","10","39.7","Y","13","120.22",NA,"Y","Y","14","126.16","Y","8","79.41","M","N","WA2","WA"
"1213","1011","16","Y","24","130.35","Y","27","219.71",NA,"Y","Y","30","187.19","Y","17","72.38","M","Y","WA2","WA"
"1222","1012","21","Y","17","107.7","Y","19","173.82",NA,"Y","Y","20","168.31","Y","9","280.03","F","N","WA2","WA"
"1232","1013","26","Y","12","192.13","Y","13","210.11",NA,"Y","Y","14","205.59","Y","6","100.32","M","Y","WA2","WA"
"1242","1014","30","Y","9","161.48","Y","11","170.67",NA,"Y","Y","12","140.41","Y","5","67.87","F","Y","WA2","WA"
"1252","1015","34","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1262","1016","16","Y","28","140.28","Y","32","221.89","60","Y","Y","36","186.12","N",NA,NA,"","","WA2","WA"
"1272","1017","21","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1282","1018","26","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1292","1019","30","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1302","1020","34","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1313","1021","16","Y","24","68.54","Y","29","243.22",NA,"Y","Y","32","140.09","Y","28",NA,"M","Y","WA2","WA"
"1322","1022","21","Y","14","125.66","Y","16","165.06","17","Y","N","17","145.99","N",NA,NA,"","","WA2","WA"
"1332","1023","26","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1342","1024","30","Y","11","163.43","Y","12","172.89",NA,"Y","Y","13","175.05","Y","5","100.99","F","Y","WA2","WA"
"1352","1025","34","Y","9","43.5","Y","12","80.56",NA,"Y","Y","13","137.06","Y","8","73.79","M","N","WA2","WA"
"1362","1026","16","Y","24","48.97","N",NA,NA,"32","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1372","1027","21","Y","16","59.35","Y","17","149.55",NA,"Y","Y","22","224.74","Y","10","148.33","M","Y","WA2","WA"
"1382","1028","26","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1392","1029","30","Y","10","161.1","Y","11","167.28",NA,"Y","Y","12","157.36","Y","7","79.29","F","Y","WA2","WA"
"1402","1030","34","Y","9","43.21","Y","14","127.05","16","Y","N","16","98.06","N",NA,NA,"","","WA2","WA"
"1413","1031","16","Y","23","95.33","Y","26","201.15","46","Y","Y","32","138.07","N",NA,NA,"","","WA2","WA"
"1422","1032","21","Y","14","93.71","Y","16","180.41",NA,"Y","Y","18","184.88","Y","10","95.55","M","Y","WA2","WA"
"1432","1033","26","Y","12","209.58","Y","13","214.21",NA,"Y","Y","14","179.33","Y","6","100.31","M","Y","WA2","WA"
"1442","1034","30","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1452","1035","34","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1462","1036","16","Y","21","114.84","Y","24","224.58","49","Y","Y","28","192.35","N",NA,NA,"","","WA2","WA"
"1472","1037","21","Y","17","157.19","Y","19","193.22",NA,"Y","Y","21","198","Y","11","69.07","M","Y","WA2","WA"
"1482","1038","26","Y","13","151.02","Y","14","172.05","17","Y","N","17","110.11","N",NA,NA,"","","WA2","WA"
"1492","1039","30","Y","9","62.61","Y","12","180.24",NA,"Y","Y","13","166.47","Y","7","79.66","M","Y","WA2","WA"
"1502","1040","34","Y","9","45.9","Y","12",NA,"28","Y","Y","14","132.28","N",NA,NA,"","","WA2","WA"
"1513","1041","16","Y","21","58.57","Y","24","172.1","42","Y","Y","28","151.14","N",NA,NA,"","","WA2","WA"
"1522","1042","21","Y","12","39.7","Y","16","195.45",NA,"Y","Y","18","184.29","Y","10","100.37","M","Y","WA2","WA"
"1532","1043","26","Y","12","214.52","Y","13","223.23",NA,"Y","Y","14","179.62","Y","6","98.83","F","Y","WA2","WA"
"1542","1044","30","Y","10","31.46","Y","12","153.46",NA,"Y","Y","14","149.14","Y","6","80.97","F","Y","WA2","WA"
"1552","1045","34","Y","9","70.89","Y","12","130.22","21","Y","Y","13","139.27","N",NA,NA,"","","WA2","WA"
"1562","1046","16","Y","23","142.13","Y","26",NA,"46","Y","Y","32","175.91","N",NA,NA,"","","WA2","WA"
"1572","1047","21","N",NA,NA,"N",NA,NA,"5","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1582","1048","26","Y","11","120.7","Y","13",NA,NA,"Y","Y","14","135.29","Y","6","65.84","F","Y","WA2","WA"
"1592","1049","30","Y","10","66.48","Y","12","156.51",NA,"Y","Y","13","142.36","Y","6","69.61","F","Y","WA2","WA"
"1602","1050","34","Y","10","40.29","Y","12","149.33",NA,"Y","Y","14","136.56","Y","8","116.14","F","N","WA2","WA"
"1613","1051","16","Y","23","121.8","Y","26","201.56",NA,"Y","Y","29","188.31","Y","17","69.36","M","Y","WA2","WA"
"1622","1052","21","Y","16","91.05","Y","17","175.07",NA,"Y","Y","20","192.12","Y","12","246.92","","N","WA2","WA"
"1632","1053","26","Y","10","160.45","Y","12","202.84",NA,"Y","Y","13","184.93","Y","7","100.79","F","Y","WA2","WA"
"1642","1054","30","Y","9","152.3","Y","11","167.34",NA,"Y","Y","12","148.71","Y","5","75.07","F","Y","WA2","WA"
"1652","1055","34","Y","13","129.78","Y","14","170.61","17","Y","N","17","167.69","N",NA,NA,"","","WA2","WA"
"1662","1056","16","Y","22","79.33","N",NA,NA,"32","Y","N","32","167.52","N",NA,NA,"","","WA2","WA"
"1672","1057","21","Y","16","137.43","Y","18","153.22","19","Y","N","19","136.83","N",NA,NA,"","","WA2","WA"
"1682","1058","26","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1692","1059","30","Y","12","119.58","Y","13","148.43",NA,"Y","Y","13","136.36","Y","7","66.4","F","Y","WA2","WA"
"1702","1060","34","N",NA,NA,"N",NA,NA,"10","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1713","1061","16","Y","21","91.82","Y","24","164.92","42","Y","Y","29","183.61","N",NA,NA,"","","WA2","WA"
"1722","1062","21","Y","14","69.97","Y","16","153.22",NA,"Y","Y","18","168.6","Y","10","90.6","M","Y","WA2","WA"
"1732","1063","26","Y","10","120.45","Y","12","150.22","14","Y","Y","13","85.5","N",NA,NA,"","","WA2","WA"
"1742","1064","30","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1752","1065","34","Y","10","52.18","Y","12",NA,NA,"Y","Y","14","139.91","Y","8","95.73","M","N","WA2","WA"
"1762","1066","16","Y","23","153.24","Y","26","225.46",NA,"Y","Y","29","212.26","Y","17","82.16","M","Y","WA2","WA"
"1772","1067","21","Y","16","129.38","Y","18","208.15",NA,"Y","Y","19","203.49","Y","10","104.06","M","Y","WA2","WA"
"1782","1068","26","Y","12","197.87","Y","13","214.22",NA,"Y","Y","14","181.89","Y","6","91.16","M","Y","WA2","WA"
"1792","1069","30","Y","10","56","Y","12","195.67",NA,"Y","Y","13","176.29","Y","7","86.56","F","Y","WA2","WA"
"1802","1070","34","Y","10","40.1","Y","14","186.24","26","Y","Y","16","167.06","N",NA,NA,"","","WA2","WA"
"1813","1071","16","Y","21","82.1","Y","24","196.94","32","Y","N","32","198.61","N",NA,NA,"","","WA2","WA"
"1822","1072","21","Y","12","75.74","Y","15","190.07",NA,"Y","Y","16","178.92","Y","10","116.45","M","Y","WA2","WA"
"1832","1073","34","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1842","1074","30","Y","10","151.36","Y","11","159.32",NA,"Y","Y","12","134.43","Y","5","60.04","M","Y","WA2","WA"
"1852","1075","34","Y","8","60.3","Y","11","120.45","25","Y","Y","12","139.28","N",NA,NA,"","","WA2","WA"
"1862","1076","16","Y","20","84.36","Y","25","194.87","41","Y","Y","27","195.23","N",NA,NA,"","","WA2","WA"
"1872","1077","21","N",NA,NA,"N",NA,NA,"15","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1882","1078","26","Y","11","44.15","Y","13","123.02",NA,"Y","Y","15","110.97","Y","6","69.54","M","Y","WA2","WA"
"1892","1079","30","Y","9","93.37","Y","11","184.67",NA,"Y","Y","12","170.44","Y","6","86.29","F","Y","WA2","WA"
"1902","1080","34","Y","9","42.75","N",NA,NA,"20","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1913","1081","16","Y","23","185.54","Y","25","198.23","48","Y","Y","28","166.65","N",NA,NA,"","","WA2","WA"
"1922","1082","21","Y","13","101.02","Y","15","159.08","26","Y","Y","16","148.2","N",NA,NA,"","","WA2","WA"
"1932","1083","26","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1942","1084","30","Y","9","97.3","Y","10","119.44",NA,"Y","Y","11","104.69","Y","7","42.02","M","Y","WA2","WA"
"1952","1085","34","Y","9","48.02","Y","13","106.76","15","Y","N","15","80.92","N",NA,NA,"","","WA2","WA"
"1962","1086","16","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"1972","1087","21","Y","15","151.21","Y","17","198.22","27","Y","Y","18","153.97","N",NA,NA,"","","WA2","WA"
"1982","1088","26","Y","11","58.89","Y","13","168.24",NA,"Y","Y","15","147.53","Y","5","74.66","F","Y","WA2","WA"
"1992","1089","30","N",NA,NA,"N",NA,NA,"6","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2002","1090","34","Y","8","63.47","Y","11","152.63",NA,"Y","Y","12","133.83","Y","9","61.37","M","Y","WA2","WA"
"2013","1091","16","Y","20","51.72","N",NA,NA,"31","Y","N","31","213.09","N",NA,NA,"","","WA2","WA"
"2022","1092","21","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2032","1093","26","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2042","1094","30","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2052","1095","34","Y","9","49.74","Y","11","155.43","15","Y","N","15","130.02","N",NA,NA,"","","WA2","WA"
"2062","1096","16","N",NA,NA,"N",NA,NA,"31","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2072","1097","21","N",NA,NA,"N",NA,NA,"31","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2082","1098","26","Y","22","18.5","N",NA,NA,"25","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2092","1099","30","Y","9","48.67","Y","11","161.73",NA,"Y","Y","12","149.35","Y","7","86.44","M","Y","WA2","WA"
"2103","1100","34","N",NA,NA,"N",NA,NA,"11","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2113","1101","16","Y","20","32.7","Y","23","145.73","76","Y","Y","31","194.76","N",NA,NA,"","","WA2","WA"
"2122","1102","21","Y","17","113.32","Y","20","164.31","31","Y","Y","21","149.09","N",NA,NA,"","","WA2","WA"
"2132","1103","26","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2142","1104","30","Y","11","79.33","Y","12","122.65",NA,"Y","Y","15","145.36","Y","6","86.22","F","N","WA2","WA"
"2152","1105","34","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2162","1106","16","Y","22","88.9","Y","25","195.94","31","Y","N","31","211.98","N",NA,NA,"","","WA2","WA"
"2172","1107","21","N",NA,NA,"N",NA,NA,"4","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2182","1108","26","Y","11","152.72","Y","12","170.36",NA,"Y","Y","13","140.12","Y","5","77.07","F","Y","WA2","WA"
"2192","1109","30","Y","9","96.8","Y","10","120.23",NA,"Y","Y","11","144.04","Y","7","49.71","M","N","WA2","WA"
"2202","1110","34","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2213","1111","16","Y","38","113.37","Y","45","198.6","59","Y","Y","46","176.32","N",NA,NA,"","","WA2","WA"
"2222","1112","21","Y","15","105.51","Y","16","168.2",NA,"Y","Y","18","156.04","Y","13","109.12","M","Y","WA2","WA"
"2232","1113","26","Y","10","142.95","Y","12",NA,NA,"Y","Y","13","157.59","Y","6","82.42","F","Y","WA2","WA"
"2242","1114","30","N",NA,NA,"N",NA,NA,"3","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2252","1115","34","N",NA,NA,"N",NA,NA,"7","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2262","1116","16","Y","23","106.03","Y","25","172.05","53","Y","Y","31","156.69","N",NA,NA,"","","WA2","WA"
"2272","1117","21","Y","15","140.59","Y","17","200.47",NA,"Y","Y","18","195.13","Y","10","84.76","M","Y","WA2","WA"
"2282","1118","26","Y","10","154.21","Y","11","144.81",NA,"Y","Y","12","129.21","Y","7","58.93","F","Y","WA2","WA"
"2292","1119","30","Y","9","37.4","Y","12","124.22",NA,"Y","Y","13","147.42","Y","5","71.32","F","Y","WA2","WA"
"2302","1120","34","N",NA,NA,"N",NA,NA,"20","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2313","1121","16","Y","23","39.5","Y","31","197.79","35","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2322","1122","21","Y","13","54.05","Y","15","148.82",NA,"Y","Y","19",NA,"Y","12","177.49","","N","WA2","WA"
"2332","1123","26","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2342","1124","30","Y","9","117.4","Y","10","169.54",NA,"Y","Y","11","160.84","Y","6","99.61","F","Y","WA2","WA"
"2352","1125","34","Y","9","44.42","Y","11",NA,"27","Y","Y","13","145.16","N",NA,NA,"","","WA2","WA"
"2362","1126","16","Y","21","97.48","Y","23","183.49","53","Y","Y","31","204.9","N",NA,NA,"","","WA2","WA"
"2372","1127","21","Y","17","81.04","Y","20","184.28","22","Y","N","22","166.7","N",NA,NA,"","","WA2","WA"
"2382","1128","26","Y","10","172.95","Y","12",NA,NA,"Y"," Y","13","196.37","Y","6","180.54","F","Y","WA2","WA"
"2392","1129","30","N",NA,NA,"N",NA,NA,"8","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2402","1130","34","N",NA,NA,"N",NA,NA,"2","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2413","1131","16","Y","23","48.29","Y","31","143.22","35","Y","N","35","176.88","N",NA,NA,"","","WA2","WA"
"2422","1132","21","Y","17","121.01","Y","20","186.13","31","Y","Y","21","170.91","N",NA,NA,"","","WA2","WA"
"2432","1133","26","Y","11","32.76","Y","13","144.35",NA,"Y","Y","15","132.08","Y","5","68.05","M","Y","WA2","WA"
"2442","1134","30","N",NA,NA,"N",NA,NA,"11","N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2452","1135","34","Y","12","92.44","Y","13","113.34","25","Y","Y","15","102.98","N",NA,NA,"","","WA2","WA"
"2462","1136","16","Y","23","88.34","Y","25","145.91","35","Y","N","35","189.45","N",NA,NA,"","","WA2","WA"
"2472","1137","21","Y","22","145.11","N",NA,NA,"25","Y","N","25","157.46","N",NA,NA,"","","WA2","WA"
"2482","1138","26","Y","11","139.89","Y","12","154.22",NA,"Y","Y","13","125.31","Y","6","60.79","F","Y","WA2","WA"
"2491","1139","34","N",NA,NA,"N",NA,NA,NA,"N","",NA,NA,"",NA,NA,"","","WA2","WA"
"2502","11182","26","N",NA,NA,"N",NA,NA,NA,"Y","Y","13","160.55","Y","5","75.15","F","Y","WA2","WA"
